vorfall,id,wochentag,dauer,kategorie,jahr,monat,datum,linie,vorfall_text,stoerungsart,meldung,start,ende,linienbezeichnung
Kundgebung_oder_Veranstaltung,784,Samstag,21,verylow,2015,8,22.08.15,10,Kundgebung oder Veranstaltung,Geplante Stoerung,22.08.2015 17:55 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,22.08.15 17:56,22.08.15 18:17,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,785,Samstag,21,verylow,2015,8,22.08.15,12,Kundgebung oder Veranstaltung,Geplante Stoerung,22.08.2015 17:55 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,22.08.15 17:56,22.08.15 18:17,Längasse - Zentrum Paul Klee
Kundgebung_oder_Veranstaltung,786,Samstag,21,verylow,2015,8,22.08.15,19,Kundgebung oder Veranstaltung,Geplante Stoerung,22.08.2015 17:55 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,22.08.15 17:56,22.08.15 18:17,Blinzern - Elfenau
Kundgebung_oder_Veranstaltung,787,Samstag,21,verylow,2015,8,22.08.15,12,Kundgebung oder Veranstaltung,Geplante Stoerung,22.08.2015 17:55 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,22.08.15 17:56,22.08.15 18:17,Längasse - Zentrum Paul Klee
Fahrzeugpanne,788,Sonntag,37,low,2015,8,23.08.15,9,Fahrzeugpanne,Stoerung,Auf der Linie 9 ist infolge einer Fahrzeugpanne mit Verspaetungen und Kursausfaellen zu rechnen. Dauer: bis 23.08.2015 ca. 19:01 Uhr.,23.08.15 18:24,23.08.15 19:01,Wabern - Wankdorf Bahnhof
Fahrzeugpanne,789,Montag,50,low,2015,8,24.08.15,19,Fahrzeugpanne,Geplante Stoerung,24.08.2015 06:16 Uhr: Auf der Linie 19 ist infolge einer Fahrzeugpanne auf der Strecke zwischen Elfenau und Blinzern mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,24.08.15 06:17,24.08.15 07:07,Blinzern - Elfenau
Verkehrsunfall,790,Dienstag,26,verylow,2015,8,25.08.15,12,Verkehrsunfall,Geplante Stoerung,25.08.2015 07:07 Uhr: Auf der Linie 12 ist infolge eines Verkehrsunfalls mit Verspaetungen und Kursausfaellen zu rechnen. Dauer: ca. 30 Min.,25.08.15 07:07,25.08.15 07:33,Längasse - Zentrum Paul Klee
Verkehrsunfall,791,Dienstag,26,verylow,2015,8,25.08.15,12,Verkehrsunfall,Geplante Stoerung,25.08.2015 07:07 Uhr: Auf der Linie 12 ist infolge eines Verkehrsunfalls mit Verspaetungen und Kursausfaellen zu rechnen. Dauer: ca. 30 Min.,25.08.15 07:07,25.08.15 07:33,Längasse - Zentrum Paul Klee
Bauarbeiten,792,Dienstag,80,low,2015,8,25.08.15,17,Bauarbeiten,Stoerung,Auf der Linie 17 ist infolge Bauarbeiten mit Verspaetungen und unregelmaessigem Betrieb zu rechnen.,25.08.15 17:28,25.08.15 18:48,Bern Bahnhof - Köniz Weiermatt
Verkehrsueberlastung,793,Dienstag,76,low,2015,8,25.08.15,10,Verkehrsueberlastung,Stoerung,Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen.,25.08.15 17:31,25.08.15 18:47,Köniz Schliern - Ostermundigen Rüti
Verkehrsunfall,794,Mittwoch,17,verylow,2015,8,26.08.15,11,Verkehrsunfall,Stoerung,Auf der Linie 11 ist infolge eines Verkehrsunfalls mit Verspaetungen und unregelmaessigem Betrieb zu rechnen.,26.08.15 09:53,26.08.15 10:10,Holligen - Neufeld P+R
Verkehrsunfall,795,Mittwoch,17,verylow,2015,8,26.08.15,11,Verkehrsunfall,Stoerung,Auf der Linie 11 ist infolge eines Verkehrsunfalls mit Verspaetungen und unregelmaessigem Betrieb zu rechnen.,26.08.15 09:53,26.08.15 10:10,Holligen - Neufeld P+R
Bauarbeiten,796,Mittwoch,114,low,2015,8,26.08.15,10,Bauarbeiten,Geplante Stoerung,26.08.2015 16:54 Uhr: Auf den Linien 10 und 19 ist infolge Bauarbeiten mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,26.08.15 16:55,26.08.15 18:48,Köniz Schliern - Ostermundigen Rüti
Bauarbeiten,797,Mittwoch,114,low,2015,8,26.08.15,19,Bauarbeiten,Geplante Stoerung,26.08.2015 16:54 Uhr: Auf den Linien 10 und 19 ist infolge Bauarbeiten mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,26.08.15 16:55,26.08.15 18:48,Blinzern - Elfenau
Verkehrsueberlastung,798,Mittwoch,98,low,2015,8,26.08.15,17,Verkehrsueberlastung,Geplante Stoerung,26.08.2015 17:19 Uhr: Auf der Linie 17 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,26.08.15 17:20,26.08.15 18:58,Bern Bahnhof - Köniz Weiermatt
Kundgebung_oder_Veranstaltung,799,Donnerstag,431,medium,2015,9,03.09.15,10,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 sind infolge einer Veranstaltung auf dem Bundesplatz stadtauswaerts durch die Spital- / und Marktgasse umgeleitet.,03.09.15 09:00,03.09.15 16:10,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,800,Donnerstag,431,medium,2015,9,03.09.15,19,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 sind infolge einer Veranstaltung auf dem Bundesplatz stadtauswaerts durch die Spital- / und Marktgasse umgeleitet.,03.09.15 09:00,03.09.15 16:10,Blinzern - Elfenau
Fahrzeugpanne,801,Freitag,39,low,2015,8,28.08.15,9,Fahrzeugpanne,Geplante Stoerung,28.08.2015 16:42 Uhr: Auf der Linie 9 ist infolge einer Fahrzeugpanne mit Verspaetungen und unregelmaessigem Betrieb zu rechnen.,28.08.15 16:43,28.08.15 17:22,Wabern - Wankdorf Bahnhof
Bauarbeiten,802,Montag,118,low,2015,8,31.08.15,10,Bauarbeiten,Stoerung,Auf den Linien 10 und 29 ist infolge Bauarbeiten in Liebefeld mit unregelmaessigem Betrieb und Kursausfaellen zu rechnen. Dauer: Unbestimmt,31.08.15 08:43,31.08.15 10:41,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,803,Samstag,970,high,2015,9,05.09.15,9,Kundgebung oder Veranstaltung,Stoerung,Die Linie 9 faehrt infolge einer Veranstaltung bis/ab Guisanplatz. Die Strecke Guisanplatz - Wankdorfbahnhof wird bis 00:25 Uhr nicht bedient.,05.09.15 08:15,06.09.15 00:25,Wabern - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,804,Samstag,970,high,2015,9,05.09.15,20,Kundgebung oder Veranstaltung,Stoerung,Die Linie 20 faehrt infolge einer Veranstaltung bis/ab Wyler. Wankdorf/Bahnhof wird bis 00:25 Uhr nicht bedient.,05.09.15 08:15,06.09.15 00:25,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,805,Samstag,970,high,2015,9,05.09.15,20,Kundgebung oder Veranstaltung,Stoerung,Die Linie 20 faehrt infolge einer Veranstaltung bis/ab Wyler. Wankdorf/Bahnhof wird bis 00:25 Uhr nicht bedient.,05.09.15 08:15,06.09.15 00:25,Bern Bahnhof - Wankdorf Bahnhof
Verkehrsueberlastung,806,Dienstag,63,low,2015,9,01.09.15,17,Verkehrsueberlastung,Geplante Stoerung,01.09.2015 17:26 Uhr: Auf der Linie 17 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,01.09.15 17:27,01.09.15 18:30,Bern Bahnhof - Köniz Weiermatt
Verkehrsueberlastung,807,Dienstag,27,verylow,2015,9,01.09.15,10,Verkehrsueberlastung,Geplante Stoerung,01.09.2015 18:03 Uhr: Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,01.09.15 18:03,01.09.15 18:29,Köniz Schliern - Ostermundigen Rüti
Verkehrsunfall,808,Mittwoch,33,low,2015,9,02.09.15,10,Verkehrsunfall,Geplante Stoerung,02.09.2015 11:10 Uhr: Auf der Linie 10 ist infolge eines Verkehrsunfalls mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,02.09.15 11:15,02.09.15 11:48,Köniz Schliern - Ostermundigen Rüti
Verkehrsueberlastung,809,Mittwoch,73,low,2015,9,02.09.15,10,Verkehrsueberlastung,Stoerung,Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen.,02.09.15 17:37,02.09.15 18:50,Köniz Schliern - Ostermundigen Rüti
Verkehrsunfall,810,Donnerstag,45,low,2015,9,03.09.15,6,Verkehrsunfall,Geplante Stoerung,03.09.2015 08:30 Uhr: Auf den Linien 6 7 8 19 und 28 ist infolge eines Unfalls am Thunplatz mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,03.09.15 08:32,03.09.15 09:16,Fischermätteli - Worb Dorf
Verkehrsunfall,811,Donnerstag,45,low,2015,9,03.09.15,7,Verkehrsunfall,Geplante Stoerung,03.09.2015 08:30 Uhr: Auf den Linien 6 7 8 19 und 28 ist infolge eines Unfalls am Thunplatz mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,03.09.15 08:32,03.09.15 09:16,Bümpliz - Ostring
Verkehrsunfall,812,Donnerstag,45,low,2015,9,03.09.15,8,Verkehrsunfall,Geplante Stoerung,03.09.2015 08:30 Uhr: Auf den Linien 6 7 8 19 und 28 ist infolge eines Unfalls am Thunplatz mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,03.09.15 08:32,03.09.15 09:16,Brünnen Westside Bahnhof - Saali
Verkehrsunfall,813,Donnerstag,45,low,2015,9,03.09.15,19,Verkehrsunfall,Geplante Stoerung,03.09.2015 08:30 Uhr: Auf den Linien 6 7 8 19 und 28 ist infolge eines Unfalls am Thunplatz mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,03.09.15 08:32,03.09.15 09:16,Blinzern - Elfenau
Bauarbeiten,814,Donnerstag,73,low,2015,9,03.09.15,10,Bauarbeiten,Geplante Stoerung,03.09.2015 08:34 Uhr: Auf der Linie 10 ist infolge Bauarbeiten mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,03.09.15 08:34,03.09.15 09:46,Köniz Schliern - Ostermundigen Rüti
Bauarbeiten,815,Donnerstag,32,low,2015,9,03.09.15,17,Bauarbeiten,Geplante Stoerung,03.09.2015 12:27 Uhr: Auf der Linie 17 ist infolge Bauarbeiten mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,03.09.15 12:27,03.09.15 12:59,Bern Bahnhof - Köniz Weiermatt
Bauarbeiten,816,Dienstag,270,medium,2015,9,08.09.15,12,Bauarbeiten,Geplante Stoerung,08.09.2015 ab 20 Uhr: Auf den Linien 12 und 30 fahren die Busse infolge Belagsarbeiten beim Grossen Muristalden auf einer Umleitungsstrecke. Die Haltestellen Rathaus Baerengraben und Liebegg werden von der Linie 12 nicht bedient. Dauer: bis 09.09.2015 ca. 00.30 Uhr.,08.09.15 20:00,09.09.15 00:30,Längasse - Zentrum Paul Klee
Bauarbeiten,817,Dienstag,270,medium,2015,9,08.09.15,12,Bauarbeiten,Geplante Stoerung,08.09.2015 ab 20 Uhr: Auf den Linien 12 und 30 fahren die Busse infolge Belagsarbeiten beim Grossen Muristalden auf einer Umleitungsstrecke. Die Haltestellen Rathaus Baerengraben und Liebegg werden von der Linie 12 nicht bedient. Dauer: bis 09.09.2015 ca. 00.30 Uhr.,08.09.15 20:00,09.09.15 00:30,Längasse - Zentrum Paul Klee
Kundgebung_oder_Veranstaltung,818,Samstag,450,medium,2015,9,12.09.15,9,Kundgebung oder Veranstaltung,Stoerung,Die Linie 9 faehrt ab 18:00h infolge einer Veranstaltung bis/ab Guisanplatz. Die Strecke Guisanplatz-Wankdorf wird bis 23:30h nicht bedient.,12.09.15 16:00,12.09.15 23:30,Wabern - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,819,Mittwoch,485,medium,2015,9,23.09.15,3,Kundgebung oder Veranstaltung,Stoerung,Die L3/9 faehrt ab 18:15 Uhr infolge einer Veranstaltung bis/ab Guisanplatz. Die Strecke Guisanplatz - Wankdorf/Bahnhof wird bis Betriebsschluss nicht bedient.,23.09.15 16:15,24.09.15 00:20,Bern Bahnhof - Weissenbühl
Kundgebung_oder_Veranstaltung,820,Mittwoch,485,medium,2015,9,23.09.15,9,Kundgebung oder Veranstaltung,Stoerung,Die L3/9 faehrt ab 18:15 Uhr infolge einer Veranstaltung bis/ab Guisanplatz. Die Strecke Guisanplatz - Wankdorf/Bahnhof wird bis Betriebsschluss nicht bedient.,23.09.15 16:15,24.09.15 00:20,Wabern - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,821,Mittwoch,490,medium,2015,9,23.09.15,20,Kundgebung oder Veranstaltung,Stoerung,Die Linie 20 faehrt ab 18:15 Uhr bis 00:25 Uhr infolge einer Veranstaltung bis/ab Wyler. Wankdorf/Bahnhof wird bis 00:25 Uhr nicht bedient.,23.09.15 16:15,24.09.15 00:25,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,822,Mittwoch,490,medium,2015,9,23.09.15,20,Kundgebung oder Veranstaltung,Stoerung,Die Linie 20 faehrt ab 18:15 Uhr bis 00:25 Uhr infolge einer Veranstaltung bis/ab Wyler. Wankdorf/Bahnhof wird bis 00:25 Uhr nicht bedient.,23.09.15 16:15,24.09.15 00:25,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,823,Samstag,14,verylow,2015,9,05.09.15,11,Kundgebung oder Veranstaltung,Geplante Stoerung,05.09.2015 19:25 Uhr: Auf den Linien 11 20 und 21 ist infolge einer Kundgebung mit Verspaetungen zu rechnen. Dauer: unbestimmt.,05.09.15 19:26,05.09.15 19:40,Holligen - Neufeld P+R
Kundgebung_oder_Veranstaltung,824,Samstag,14,verylow,2015,9,05.09.15,20,Kundgebung oder Veranstaltung,Geplante Stoerung,05.09.2015 19:25 Uhr: Auf den Linien 11 20 und 21 ist infolge einer Kundgebung mit Verspaetungen zu rechnen. Dauer: unbestimmt.,05.09.15 19:26,05.09.15 19:40,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,825,Samstag,14,verylow,2015,9,05.09.15,11,Kundgebung oder Veranstaltung,Geplante Stoerung,05.09.2015 19:25 Uhr: Auf den Linien 11 20 und 21 ist infolge einer Kundgebung mit Verspaetungen zu rechnen. Dauer: unbestimmt.,05.09.15 19:26,05.09.15 19:40,Holligen - Neufeld P+R
Kundgebung_oder_Veranstaltung,826,Samstag,14,verylow,2015,9,05.09.15,20,Kundgebung oder Veranstaltung,Geplante Stoerung,05.09.2015 19:25 Uhr: Auf den Linien 11 20 und 21 ist infolge einer Kundgebung mit Verspaetungen zu rechnen. Dauer: unbestimmt.,05.09.15 19:26,05.09.15 19:40,Bern Bahnhof - Wankdorf Bahnhof
Bauarbeiten,827,Montag,125,medium,2015,9,07.09.15,12,Bauarbeiten,Geplante Stoerung,07.09.2015 13:59 Uhr: Auf der Linie 12 ist infolge Bauarbeiten mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,07.09.15 13:59,07.09.15 16:03,Längasse - Zentrum Paul Klee
Bauarbeiten,828,Montag,125,medium,2015,9,07.09.15,12,Bauarbeiten,Geplante Stoerung,07.09.2015 13:59 Uhr: Auf der Linie 12 ist infolge Bauarbeiten mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,07.09.15 13:59,07.09.15 16:03,Längasse - Zentrum Paul Klee
Bauarbeiten,829,Dienstag,270,medium,2015,9,08.09.15,12,Bauarbeiten,Geplante Stoerung,08.09.2015 ab 20 Uhr: Auf den Linien 12 und 30 fahren die Busse infolge Belagsarbeiten beim Grossen Muristalden auf einer Umleitungsstrecke. Die Haltestellen Rathaus Baerengraben und Liebegg werden von der Linie 12 nicht bedient. Dauer: bis 09.09.2015 ca. 00.30 Uhr. Mehr Infos: http://bit.ly/1KtCrts,08.09.15 20:00,09.09.15 00:30,Längasse - Zentrum Paul Klee
Bauarbeiten,830,Dienstag,270,medium,2015,9,08.09.15,12,Bauarbeiten,Geplante Stoerung,08.09.2015 ab 20 Uhr: Auf den Linien 12 und 30 fahren die Busse infolge Belagsarbeiten beim Grossen Muristalden auf einer Umleitungsstrecke. Die Haltestellen Rathaus Baerengraben und Liebegg werden von der Linie 12 nicht bedient. Dauer: bis 09.09.2015 ca. 00.30 Uhr. Mehr Infos: http://bit.ly/1KtCrts,08.09.15 20:00,09.09.15 00:30,Längasse - Zentrum Paul Klee
Verkehrsueberlastung,831,Mittwoch,71,low,2015,9,09.09.15,10,Verkehrsueberlastung,Stoerung,Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: bis 09.09.2015 ca. 19:00 Uhr.,09.09.15 17:49,09.09.15 19:00,Köniz Schliern - Ostermundigen Rüti
Verkehrsueberlastung,832,Mittwoch,57,low,2015,9,09.09.15,17,Verkehrsueberlastung,Stoerung,Auf der Linie 17 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: bis 09.09.2015 ca. 19:00 Uhr.,09.09.15 18:03,09.09.15 19:00,Bern Bahnhof - Köniz Weiermatt
Verkehrsunfall,833,Donnerstag,30,verylow,2015,9,10.09.15,160,Verkehrsunfall,Stoerung,Auf der Linie 160 ist infolge eines Verkehrsunfalls der Kurs um 14:59 Uhr ab Konolfingen Bahnhof Richtung Belp Bahnhof um ca. 30 Min verspaetet. Der Kurs 15:44 Uhr Belp Bahnhof Richtung Bern Flughafen und retour 16:04 Uhr ab Belp Flughafen Richtung Belp Bahnhof faellt aus.,10.09.15 15:39,10.09.15 16:08,Konolfingen - Belp
Verkehrsueberlastung,834,Donnerstag,83,low,2015,9,10.09.15,10,Verkehrsueberlastung,Stoerung,Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: bis 10.09.2015 ca. 19:00 Uhr.,10.09.15 17:37,10.09.15 19:00,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,835,Samstag,236,medium,2015,9,12.09.15,6,Kundgebung oder Veranstaltung,Geplante Stoerung,12.09.2015 13:36 Uhr: Auf der Linie 6 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Linie getrennt zwischen Bahnhof und Brunnadernstrasse. Dauer: ca. 2h.,12.09.15 13:39,12.09.15 17:35,Fischermätteli - Worb Dorf
Kundgebung_oder_Veranstaltung,836,Samstag,234,medium,2015,9,12.09.15,7,Kundgebung oder Veranstaltung,Geplante Stoerung,12.09.2015 13:40 Uhr: Auf der Linie 7 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Unterbruch zwischen Bahnhof und Brunnadernstrasse.Dauer: ca. 2h.,12.09.15 13:41,12.09.15 17:35,Bümpliz - Ostring
Kundgebung_oder_Veranstaltung,837,Samstag,230,medium,2015,9,12.09.15,8,Kundgebung oder Veranstaltung,Geplante Stoerung,12.09.2015 13:42 Uhr: Auf der Linie 8 ist infolge einer Kundgebung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Alle Kurse fahren ab Bahnhof nach Guisanplatz. Dauer: ca. 2h.,12.09.15 13:46,12.09.15 17:35,Brünnen Westside Bahnhof - Saali
Kundgebung_oder_Veranstaltung,838,Samstag,228,medium,2015,9,12.09.15,19,Kundgebung oder Veranstaltung,Geplante Stoerung,12.09.2015 13:47 Uhr: Auf der Linie 19 ist infolge einer Kundgebung am Helvetiaplatz die Strecke zwischen Bern Bahnhof und Tillierstrasse via Monbijoubruecke umgeleitet. Dauer: ca. 2h.,12.09.15 13:48,12.09.15 17:35,Blinzern - Elfenau
Unregelmaessiger_Betrieb_und_Umleitungen,839,Samstag,1431,high,2015,9,12.09.15,6,Unregelmaessiger Betrieb und Umleitungen,Geplante Stoerung,12.09.2015 17:35 Uhr: Auf den Linien 6 7 8 und 19 faehrt wieder auf der normalen Route jedoch noch mit unregelmaessigen Abfahrtszeiten. Dauer bis ca. 19:00h,12.09.15 17:36,06.10.15 08:14,Fischermätteli - Worb Dorf
Unregelmaessiger_Betrieb_und_Umleitungen,840,Samstag,1431,high,2015,9,12.09.15,7,Unregelmaessiger Betrieb und Umleitungen,Geplante Stoerung,12.09.2015 17:35 Uhr: Auf den Linien 6 7 8 und 19 faehrt wieder auf der normalen Route jedoch noch mit unregelmaessigen Abfahrtszeiten. Dauer bis ca. 19:00h,12.09.15 17:36,06.10.15 08:14,Bümpliz - Ostring
Unregelmaessiger_Betrieb_und_Umleitungen,841,Samstag,1431,high,2015,9,12.09.15,8,Unregelmaessiger Betrieb und Umleitungen,Geplante Stoerung,12.09.2015 17:35 Uhr: Auf den Linien 6 7 8 und 19 faehrt wieder auf der normalen Route jedoch noch mit unregelmaessigen Abfahrtszeiten. Dauer bis ca. 19:00h,12.09.15 17:36,06.10.15 08:14,Brünnen Westside Bahnhof - Saali
Unregelmaessiger_Betrieb_und_Umleitungen,842,Samstag,1431,high,2015,9,12.09.15,19,Unregelmaessiger Betrieb und Umleitungen,Geplante Stoerung,12.09.2015 17:35 Uhr: Auf den Linien 6 7 8 und 19 faehrt wieder auf der normalen Route jedoch noch mit unregelmaessigen Abfahrtszeiten. Dauer bis ca. 19:00h,12.09.15 17:36,06.10.15 08:14,Blinzern - Elfenau
Kundgebung_oder_Veranstaltung,843,Samstag,77,low,2015,9,12.09.15,11,Kundgebung oder Veranstaltung,Geplante Stoerung,12.09.2015 21:28 Uhr: Auf den Linien 11 20 und 21 ist infolge einer Kundgebung die Strecke zwischen Banhof und Henkerbruennli nicht bedient. Dauer: ca. 1h.,12.09.15 21:29,12.09.15 22:46,Holligen - Neufeld P+R
Kundgebung_oder_Veranstaltung,844,Samstag,77,low,2015,9,12.09.15,20,Kundgebung oder Veranstaltung,Geplante Stoerung,12.09.2015 21:28 Uhr: Auf den Linien 11 20 und 21 ist infolge einer Kundgebung die Strecke zwischen Banhof und Henkerbruennli nicht bedient. Dauer: ca. 1h.,12.09.15 21:29,12.09.15 22:46,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,845,Samstag,77,low,2015,9,12.09.15,11,Kundgebung oder Veranstaltung,Geplante Stoerung,12.09.2015 21:28 Uhr: Auf den Linien 11 20 und 21 ist infolge einer Kundgebung die Strecke zwischen Banhof und Henkerbruennli nicht bedient. Dauer: ca. 1h.,12.09.15 21:29,12.09.15 22:46,Holligen - Neufeld P+R
Kundgebung_oder_Veranstaltung,846,Samstag,77,low,2015,9,12.09.15,20,Kundgebung oder Veranstaltung,Geplante Stoerung,12.09.2015 21:28 Uhr: Auf den Linien 11 20 und 21 ist infolge einer Kundgebung die Strecke zwischen Banhof und Henkerbruennli nicht bedient. Dauer: ca. 1h.,12.09.15 21:29,12.09.15 22:46,Bern Bahnhof - Wankdorf Bahnhof
Verkehrsueberlastung,847,Montag,60,low,2015,9,14.09.15,10,Verkehrsueberlastung,Geplante Stoerung,14.09.2015 17:39 Uhr: Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 1h.,14.09.15 17:39,14.09.15 18:39,Köniz Schliern - Ostermundigen Rüti
Verkehrsueberlastung,848,Dienstag,53,low,2015,9,15.09.15,10,Verkehrsueberlastung,Geplante Stoerung,15.09.2015 08:00 Uhr: Auf der Linie 10 ist infolge Verkehrueberlastung auf der Strecke zwischen Ostermundigen Rueti und Koeniz Schliern mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,15.09.15 08:00,15.09.15 08:53,Köniz Schliern - Ostermundigen Rüti
Bauarbeiten,849,Montag,1511,high,2015,9,21.09.15,160,Bauarbeiten,Geplante Stoerung,21.09.2015: Auf den Linien 160 und 334 ist infolge einer Baustelle die Haltestelle Schuetzen in Richtung Bern Flughafen in die Rubigenstrasse verschoben. Dauer: bis 09.10.2015.,21.09.15 06:00,09.10.15 23:59,Konolfingen - Belp
Ersatzfahrten_und_Kursausfaelle,850,Samstag,906,high,2015,9,19.09.15,3,Ersatzfahrten und Kursausfaelle,Geplante Stoerung,19.09. bis 27.09.2015. Die Linien 3 und 9 werden zusammengelegt und fahren als Linie 3/9 durchgaengig zwischen Weissenbuehl und Wankdorf Bahnhof. Zwischen Bern Bahnhof und Wabern faehrt die Linie 9B mit Tramersatzbussen auf einer Umleitungsstrecke.,19.09.15 00:01,06.10.15 08:18,Bern Bahnhof - Weissenbühl
