vorfall,id,wochentag,dauer,kategorie,jahr,monat,datum,linie,vorfall_text,stoerungsart,meldung,start,ende,linienbezeichnung
Verkehrsueberlastung,1324,Dienstag,49,low,2016,1,26.01.16,10,Verkehrsueberlastung,Geplante Stoerung,26.01.2016 17:48 Uhr: Auf der Linie 10 ist infolge Verkehrueberlastung mit Verspaetungen und Kursausfaellen zu rechnen. Dauer: unbestimmt.,26.01.16 17:49,26.01.16 18:38,Köniz Schliern - Ostermundigen Rüti
Verkehrsunfall,1325,Mittwoch,26,verylow,2016,1,27.01.16,11,Verkehrsunfall,Stoerung,Auf der Linie 11 ist infolge eines Unfalls mit unregelmaessigem Betrieb zu rechnen.,27.01.16 17:39,27.01.16 18:04,Holligen - Neufeld P+R
Verkehrsueberlastung,1326,Mittwoch,60,low,2016,1,27.01.16,9,Verkehrsueberlastung,Stoerung,Auf der Linie 9 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb zu rechnen.,27.01.16 18:04,27.01.16 19:04,Wabern - Wankdorf Bahnhof
Betriebsstoerung,1327,Freitag,477,medium,2016,1,29.01.16,160,Betriebsstoerung,Geplante Stoerung,29.01.2016 07:20 Uhr: Auf den Linien 160 331 332 und 334 ist infolge einer Betriebsstoerung beim Zugsverkehr zwischen Bern und Thun mit unregelmaessigem Betrieb zu rechnen. Anschluesse sind nicht gewaehrleistet. Dauer: ca. 2h.,29.01.16 07:22,29.01.16 15:18,Konolfingen - Belp
Fahrzeugpanne,1328,Sonntag,42,low,2016,1,31.01.16,6,Fahrzeugpanne,Geplante Stoerung,31.01.2016 00:03 Uhr: Auf den Linien 6 7 8 9 und 12 ist infolge einer Fahrzeugpanne mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,31.01.16 00:11,31.01.16 00:52,Fischermätteli - Worb Dorf
Fahrzeugpanne,1329,Sonntag,42,low,2016,1,31.01.16,7,Fahrzeugpanne,Geplante Stoerung,31.01.2016 00:03 Uhr: Auf den Linien 6 7 8 9 und 12 ist infolge einer Fahrzeugpanne mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,31.01.16 00:11,31.01.16 00:52,Bümpliz - Ostring
Fahrzeugpanne,1330,Sonntag,42,low,2016,1,31.01.16,8,Fahrzeugpanne,Geplante Stoerung,31.01.2016 00:03 Uhr: Auf den Linien 6 7 8 9 und 12 ist infolge einer Fahrzeugpanne mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,31.01.16 00:11,31.01.16 00:52,Brünnen Westside Bahnhof - Saali
Fahrzeugpanne,1331,Sonntag,42,low,2016,1,31.01.16,9,Fahrzeugpanne,Geplante Stoerung,31.01.2016 00:03 Uhr: Auf den Linien 6 7 8 9 und 12 ist infolge einer Fahrzeugpanne mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,31.01.16 00:11,31.01.16 00:52,Wabern - Wankdorf Bahnhof
Fahrzeugpanne,1332,Sonntag,42,low,2016,1,31.01.16,12,Fahrzeugpanne,Geplante Stoerung,31.01.2016 00:03 Uhr: Auf den Linien 6 7 8 9 und 12 ist infolge einer Fahrzeugpanne mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,31.01.16 00:11,31.01.16 00:52,Längasse - Zentrum Paul Klee
Fahrzeugpanne,1333,Sonntag,65,low,2016,1,31.01.16,6,Fahrzeugpanne,Stoerung,Auf der Linie 6 faellt infolge einer Fahrzeugpanne der Kurs um 10:55 Uhr ab Bern Bahnhof Richtung Fischermaetteli aus. Die naechste Abfahrt erfolgt um 11:10 Uhr.  ,31.01.16 10:46,31.01.16 11:50,Fischermätteli - Worb Dorf
Fahrzeugpanne,1334,Sonntag,62,low,2016,1,31.01.16,6,Fahrzeugpanne,Stoerung,Auf der Linie 6 faellt infolge einer Fahrzeugpanne der Kurs um 11:11 Uhr ab Fischermaetteli Richtung Worb Dorf Bahnhof aus. Die naechste Abfahrt erfolgt um 11:26 Uhr.  ,31.01.16 10:49,31.01.16 11:50,Fischermätteli - Worb Dorf
Fahrzeugpanne,1335,Montag,96,low,2016,2,01.02.16,6,Fahrzeugpanne,Stoerung,Auf der Linie 6 faellt infolge einer Fahrzeugpanne der Kurs um 21:55 Uhr ab Bern Bahnhof Richtung Fischermaetteli aus. Die naechste Abfahrt erfolgt um 22:10 Uhr.  ,01.02.16 21:51,01.02.16 23:26,Fischermätteli - Worb Dorf
Fahrzeugpanne,1336,Montag,84,low,2016,2,01.02.16,6,Fahrzeugpanne,Stoerung,Auf der Linie 6 faellt infolge einer Fahrzeugpanne der Kurs um 22:11 Uhr ab Fischermaetteli Richtung Bern Bahnhof aus. Die naechste Abfahrt erfolgt um 22:26 Uhr.  ,01.02.16 22:03,01.02.16 23:27,Fischermätteli - Worb Dorf
Betriebsstoerung,1337,Mittwoch,66,low,2016,2,03.02.16,7,Betriebsstoerung,Stoerung,Auf der Linie 7 ist infolge einer Betriebsstoerung mit unregelmaessigem Betrieb zu rechnen.,03.02.16 06:48,03.02.16 07:53,Bümpliz - Ostring
Fahrzeugpanne,1338,Mittwoch,47,low,2016,2,03.02.16,11,Fahrzeugpanne,Stoerung,Auf der Linie 11 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,03.02.16 09:43,03.02.16 10:30,Holligen - Neufeld P+R
Verkehrsueberlastung,1339,Mittwoch,106,low,2016,2,03.02.16,20,Verkehrsueberlastung,Geplante Stoerung,03.02.2016 17:09 Uhr: Auf der Linie 20 ist infolge Verkehrueberlastung mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,03.02.16 17:09,03.02.16 18:55,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,1340,Sonntag,176,medium,2016,2,14.02.16,12,Kundgebung oder Veranstaltung,Stoerung,Die Linie 12 ist infolge der Baerner Fasnacht / Aufraeumungsarbeiten zwischen Zytglogge und Nydegg via Brunn- und Postgasshalde umgeleitet. Bis 14.02.2016 ca. 08:00 Uhr.,14.02.16 05:00,14.02.16 07:55,Längasse - Zentrum Paul Klee
Verkehrsueberlastung,1341,Freitag,58,low,2016,2,05.02.16,9,Verkehrsueberlastung,Stoerung,Auf der Linie 9 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: bis 05.02.2016 ca. 19:30 Uhr.,05.02.16 18:15,05.02.16 19:12,Wabern - Wankdorf Bahnhof
Fahrzeugpanne,1342,Samstag,37,low,2016,2,06.02.16,12,Fahrzeugpanne,Geplante Stoerung,06.02.2016 14:28 Uhr: Auf der Linie 12 ist infolge einer Fahrzeugpanne mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:29,06.02.16 15:05,Längasse - Zentrum Paul Klee
Betriebsstoerung,1343,Samstag,89,low,2016,2,06.02.16,10,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 15:46,Köniz Schliern - Ostermundigen Rüti
Betriebsstoerung,1344,Samstag,89,low,2016,2,06.02.16,19,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 15:46,Blinzern - Elfenau
Betriebsstoerung,1345,Samstag,89,low,2016,2,06.02.16,6,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 15:46,Fischermätteli - Worb Dorf
Betriebsstoerung,1346,Samstag,89,low,2016,2,06.02.16,7,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 15:46,Bümpliz - Ostring
Betriebsstoerung,1347,Samstag,89,low,2016,2,06.02.16,8,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 15:46,Brünnen Westside Bahnhof - Saali
Betriebsstoerung,1348,Samstag,89,low,2016,2,06.02.16,9,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 15:46,Wabern - Wankdorf Bahnhof
Betriebsstoerung,1349,Samstag,89,low,2016,2,06.02.16,12,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 10 12 und 19 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 15:46,Längasse - Zentrum Paul Klee
Kundgebung_oder_Veranstaltung,1350,Samstag,3,verylow,2016,2,06.02.16,10,Kundgebung oder Veranstaltung,Geplante Stoerung,06.02.2016 15:12 Uhr: Auf den Linien 10 und 19 ist infolge einer Kundgebung die Strecke zwischen Bern Bahnhof und Zytglogge via Baerenplatz umgeleitet. Dauer: unbestimmt.  ,06.02.16 15:12,06.02.16 15:14,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,1351,Samstag,3,verylow,2016,2,06.02.16,19,Kundgebung oder Veranstaltung,Geplante Stoerung,06.02.2016 15:12 Uhr: Auf den Linien 10 und 19 ist infolge einer Kundgebung die Strecke zwischen Bern Bahnhof und Zytglogge via Baerenplatz umgeleitet. Dauer: unbestimmt.  ,06.02.16 15:12,06.02.16 15:14,Blinzern - Elfenau
Betriebsstoerung,1352,Samstag,103,low,2016,2,06.02.16,12,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 und 12 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:01,Längasse - Zentrum Paul Klee
Betriebsstoerung,1353,Samstag,103,low,2016,2,06.02.16,6,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 und 12 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:01,Fischermätteli - Worb Dorf
Betriebsstoerung,1354,Samstag,103,low,2016,2,06.02.16,7,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 und 12 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:01,Bümpliz - Ostring
Betriebsstoerung,1355,Samstag,103,low,2016,2,06.02.16,8,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 und 12 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:01,Brünnen Westside Bahnhof - Saali
Betriebsstoerung,1356,Samstag,103,low,2016,2,06.02.16,9,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 9 und 12 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:01,Wabern - Wankdorf Bahnhof
Betriebsstoerung,1357,Samstag,134,medium,2016,2,06.02.16,9,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 8 und 9 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:31,Wabern - Wankdorf Bahnhof
Betriebsstoerung,1358,Samstag,134,medium,2016,2,06.02.16,6,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 8 und 9 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:31,Fischermätteli - Worb Dorf
Betriebsstoerung,1359,Samstag,134,medium,2016,2,06.02.16,8,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 8 und 9 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:31,Brünnen Westside Bahnhof - Saali
Betriebsstoerung,1360,Samstag,134,medium,2016,2,06.02.16,7,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 und 9 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:31,Bümpliz - Ostring
Betriebsstoerung,1361,Samstag,134,medium,2016,2,06.02.16,6,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 und 9 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:31,Fischermätteli - Worb Dorf
Betriebsstoerung,1362,Samstag,134,medium,2016,2,06.02.16,8,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 und 9 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:31,Brünnen Westside Bahnhof - Saali
Betriebsstoerung,1363,Samstag,134,medium,2016,2,06.02.16,9,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 7 8 und 9 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 16:31,Wabern - Wankdorf Bahnhof
Betriebsstoerung,1364,Samstag,199,medium,2016,2,06.02.16,6,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 und 8 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 17:36,Fischermätteli - Worb Dorf
Betriebsstoerung,1365,Samstag,199,medium,2016,2,06.02.16,8,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf den Linien 6 und 8 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 17:36,Brünnen Westside Bahnhof - Saali
Betriebsstoerung,1366,Samstag,211,medium,2016,2,06.02.16,8,Betriebsstoerung,Geplante Stoerung,06.02.2016 14:18 Uhr: Auf der Linie 8 ist infolge einer Betriebsstoerung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,06.02.16 14:18,06.02.16 17:49,Brünnen Westside Bahnhof - Saali
Fahrzeugpanne,1367,Montag,51,low,2016,2,08.02.16,6,Fahrzeugpanne,Stoerung,Auf der Linie 6 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen.,08.02.16 11:48,08.02.16 12:38,Fischermätteli - Worb Dorf
Verkehrsueberlastung,1368,Montag,644,medium,2016,2,08.02.16,20,Verkehrsueberlastung,Geplante Stoerung,08.02.2016 18:56 Uhr: Auf der Linie 20 ist infolge Verkehrueberlastung mit Verspaetungen und unregelmaessigem Betrieb zu rechnen. Dauer: ca. 30 Min.,08.02.16 18:57,09.02.16 05:41,Bern Bahnhof - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,1369,Donnerstag,347,medium,2016,2,11.02.16,6,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 6 7 8 9 10 12 19 und 30 ist vom 11.02.2016 bis 13.02.2016 infolge der Berner Fasnacht mit Umleitungen und unregelmaessigem Betrieb zu rechnen.,11.02.16 19:00,13.02.16 23:59,Fischermätteli - Worb Dorf
Kundgebung_oder_Veranstaltung,1370,Donnerstag,347,medium,2016,2,11.02.16,7,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 6 7 8 9 10 12 19 und 30 ist vom 11.02.2016 bis 13.02.2016 infolge der Berner Fasnacht mit Umleitungen und unregelmaessigem Betrieb zu rechnen.,11.02.16 19:00,13.02.16 23:59,Bümpliz - Ostring
Kundgebung_oder_Veranstaltung,1371,Donnerstag,347,medium,2016,2,11.02.16,8,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 6 7 8 9 10 12 19 und 30 ist vom 11.02.2016 bis 13.02.2016 infolge der Berner Fasnacht mit Umleitungen und unregelmaessigem Betrieb zu rechnen.,11.02.16 19:00,13.02.16 23:59,Brünnen Westside Bahnhof - Saali
Kundgebung_oder_Veranstaltung,1372,Donnerstag,347,medium,2016,2,11.02.16,9,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 6 7 8 9 10 12 19 und 30 ist vom 11.02.2016 bis 13.02.2016 infolge der Berner Fasnacht mit Umleitungen und unregelmaessigem Betrieb zu rechnen.,11.02.16 19:00,13.02.16 23:59,Wabern - Wankdorf Bahnhof
Kundgebung_oder_Veranstaltung,1373,Donnerstag,347,medium,2016,2,11.02.16,10,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 6 7 8 9 10 12 19 und 30 ist vom 11.02.2016 bis 13.02.2016 infolge der Berner Fasnacht mit Umleitungen und unregelmaessigem Betrieb zu rechnen.,11.02.16 19:00,13.02.16 23:59,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,1374,Donnerstag,347,medium,2016,2,11.02.16,12,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 6 7 8 9 10 12 19 und 30 ist vom 11.02.2016 bis 13.02.2016 infolge der Berner Fasnacht mit Umleitungen und unregelmaessigem Betrieb zu rechnen.,11.02.16 19:00,13.02.16 23:59,Längasse - Zentrum Paul Klee
Kundgebung_oder_Veranstaltung,1375,Donnerstag,347,medium,2016,2,11.02.16,19,Kundgebung oder Veranstaltung,Stoerung,Auf den Linien 6 7 8 9 10 12 19 und 30 ist vom 11.02.2016 bis 13.02.2016 infolge der Berner Fasnacht mit Umleitungen und unregelmaessigem Betrieb zu rechnen.,11.02.16 19:00,13.02.16 23:59,Blinzern - Elfenau
Kundgebung_oder_Veranstaltung,1376,Dienstag,105,low,2016,2,09.02.16,10,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 werden infolge einer Veranstaltung auf dem Bundesplatz stadtauswaerts durch die Spital-/Marktgasse umgeleitet. Dauer: bis 09.02.2016 ca. 22:00 Uhr.,09.02.16 20:15,09.02.16 22:00,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,1377,Dienstag,105,low,2016,2,09.02.16,19,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 werden infolge einer Veranstaltung auf dem Bundesplatz stadtauswaerts durch die Spital-/Marktgasse umgeleitet. Dauer: bis 09.02.2016 ca. 22:00 Uhr.,09.02.16 20:15,09.02.16 22:00,Blinzern - Elfenau
Fahrzeugpanne,1378,Mittwoch,76,low,2016,2,10.02.16,6,Fahrzeugpanne,Stoerung,Auf den Linien 6 7 8 und 9 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,10.02.16 06:20,10.02.16 07:36,Fischermätteli - Worb Dorf
Fahrzeugpanne,1379,Mittwoch,76,low,2016,2,10.02.16,7,Fahrzeugpanne,Stoerung,Auf den Linien 6 7 8 und 9 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,10.02.16 06:20,10.02.16 07:36,Bümpliz - Ostring
Fahrzeugpanne,1380,Mittwoch,76,low,2016,2,10.02.16,8,Fahrzeugpanne,Stoerung,Auf den Linien 6 7 8 und 9 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,10.02.16 06:20,10.02.16 07:36,Brünnen Westside Bahnhof - Saali
Fahrzeugpanne,1381,Mittwoch,76,low,2016,2,10.02.16,9,Fahrzeugpanne,Stoerung,Auf den Linien 6 7 8 und 9 ist infolge einer Fahrzeugpanne mit unregelmaessigem Betrieb zu rechnen. Dauer: unbestimmt.,10.02.16 06:20,10.02.16 07:36,Wabern - Wankdorf Bahnhof
Unregelmaessiger_Betrieb_und_Umleitungen,1382,Mittwoch,73,low,2016,2,10.02.16,17,Unregelmaessiger Betrieb und Umleitungen,Stoerung,Die Linie 17 wird via Fischermaetteli Munzinger umgeleitet. Die Haltestelle Loryplatz wird nicht bedient.,10.02.16 06:23,10.02.16 07:35,Bern Bahnhof - Köniz Weiermatt
Kundgebung_oder_Veranstaltung,1383,Mittwoch,75,low,2016,2,10.02.16,10,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 werden infolge einer Veranstaltung auf dem Bundesplatz stadtauswaerts durch die Spital-/Marktgasse umgeleitet. Dauer: bis 10.02.2016 ca. 09:00 Uhr.,10.02.16 07:45,10.02.16 09:00,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,1384,Mittwoch,75,low,2016,2,10.02.16,19,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 werden infolge einer Veranstaltung auf dem Bundesplatz stadtauswaerts durch die Spital-/Marktgasse umgeleitet. Dauer: bis 10.02.2016 ca. 09:00 Uhr.,10.02.16 07:45,10.02.16 09:00,Blinzern - Elfenau
Kundgebung_oder_Veranstaltung,1385,Mittwoch,680,medium,2016,2,10.02.16,10,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 werden infolge einer Veranstaltung auf dem Bundesplatz stadtauswaerts durch die Spital-/Marktgasse umgeleitet. Dauer: bis 11.02.2016 ca. 00:20 Uhr.,10.02.16 13:00,11.02.16 00:20,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,1386,Mittwoch,680,medium,2016,2,10.02.16,19,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 werden infolge einer Veranstaltung auf dem Bundesplatz stadtauswaerts durch die Spital-/Marktgasse umgeleitet. Dauer: bis 11.02.2016 ca. 00:20 Uhr.,10.02.16 13:00,11.02.16 00:20,Blinzern - Elfenau
Fahrzeugpanne,1387,Donnerstag,61,low,2016,2,11.02.16,160,Fahrzeugpanne,Stoerung,Auf der Linie 160 faellt infolge einer Fahrzeugpanne der Kurs um 07:23 Uhr ab Muensingen Bahnhof Richtung Konolfingen Dorf aus. Die naechste Abfahrt erfolgt um 08:02 Uhr.  ,11.02.16 07:34,11.02.16 08:34,Konolfingen - Belp
Fahrzeugpanne,1388,Donnerstag,57,low,2016,2,11.02.16,160,Fahrzeugpanne,Stoerung,Auf der Linie 160 faellt infolge einer Fahrzeugpanne der Kurs um 07:59 Uhr ab Konolfingen Dorf Richtung Muensingen Bahnhof aus. Die naechste Abfahrt erfolgt um 08:27 Uhr.  ,11.02.16 07:38,11.02.16 08:34,Konolfingen - Belp
Kundgebung_oder_Veranstaltung,1389,Donnerstag,120,low,2016,2,11.02.16,10,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 werden infolge einer Veranstaltung auf dem Bundesplatz stadtauswaerts durch die Spital-/Marktgasse umgeleitet. Dauer: bis 11.02.2016 ca. 10:00 Uhr.,11.02.16 08:00,11.02.16 10:00,Köniz Schliern - Ostermundigen Rüti
Kundgebung_oder_Veranstaltung,1390,Donnerstag,120,low,2016,2,11.02.16,19,Kundgebung oder Veranstaltung,Stoerung,Die Linien 10 und 19 werden infolge einer Veranstaltung auf dem Bundesplatz stadtauswaerts durch die Spital-/Marktgasse umgeleitet. Dauer: bis 11.02.2016 ca. 10:00 Uhr.,11.02.16 08:00,11.02.16 10:00,Blinzern - Elfenau
Fahrzeugpanne,1391,Donnerstag,7,verylow,2016,2,11.02.16,6,Fahrzeugpanne,Geplante Stoerung,11.02.2016 12:00 Uhr: Auf der Linie 6 ist infolge einer Fahrzeugpanne die Strecke zwischen Bern Bahnhof und Fischermaetteli mit Shuttlebussen bedient. Dauer: unbestimmt.,11.02.16 12:01,11.02.16 12:08,Fischermätteli - Worb Dorf
Fahrzeugpanne,1392,Donnerstag,7,verylow,2016,2,11.02.16,6,Fahrzeugpanne,Geplante Stoerung,11.02.2016 12:00 Uhr: Auf der Linie 6 ist infolge einer Fahrzeugpanne die Strecke zwischen Bern Bahnhof und Fischermaetteli mit Shuttlebussen bedient. Dauer: unbestimmt.,11.02.16 12:01,11.02.16 12:08,Fischermätteli - Worb Dorf
Verspaetungen_Allgemein,1393,Donnerstag,15,verylow,2016,2,11.02.16,6,Verspaetungen Allgemein,Geplante Stoerung,11.02.2016 12:08 Uhr: Die Linie 6 ist wieder durchgehend befahrbar. Es muss aber noch mit Verspaetungen und Kursausfaellen gerechnet werden.,11.02.16 12:10,11.02.16 12:24,Fischermätteli - Worb Dorf
Verspaetungen_Allgemein,1394,Donnerstag,15,verylow,2016,2,11.02.16,6,Verspaetungen Allgemein,Geplante Stoerung,11.02.2016 12:08 Uhr: Die Linie 6 ist wieder durchgehend befahrbar. Es muss aber noch mit Verspaetungen und Kursausfaellen gerechnet werden.,11.02.16 12:10,11.02.16 12:24,Fischermätteli - Worb Dorf
